时间,委托成交(BTC),市价成交(BTC),总量(BTC),市价比
2025-10-14 13:38,94.3480,70.0590,164.4070,42.61%
2025-10-14 13:39,85.5810,80.5490,166.1300,48.49%
2025-10-14 13:40,234.3040,243.0420,477.3460,50.92%
2025-10-14 13:41,455.1370,278.8210,733.9580,37.99%
2025-10-14 13:42,180.7030,281.6770,462.3800,60.92%
2025-10-14 13:43,154.1040,99.8300,253.9340,39.31%
2025-10-14 13:44,124.6320,124.0480,248.6800,49.88%
2025-10-14 13:45,134.4410,182.3020,316.7430,57.56%
2025-10-14 13:46,132.7640,166.3040,299.0680,55.61%
2025-10-14 13:47,93.5710,102.8000,196.3710,52.35%
2025-10-14 13:48,104.9910,69.4030,174.3940,39.80%
2025-10-14 13:49,73.8270,94.4700,168.2970,56.13%
2025-10-14 13:50,83.7170,114.7630,198.4800,57.82%
2025-10-14 13:51,75.0290,103.5200,178.5490,57.98%
2025-10-14 13:52,80.8130,119.9260,200.7390,59.74%
2025-10-14 13:53,80.0660,72.6050,152.6710,47.56%
2025-10-14 13:54,51.1090,64.0250,115.1340,55.61%
2025-10-14 13:55,114.9870,98.4000,213.3870,46.11%
2025-10-14 13:56,265.4880,114.1950,379.6830,30.08%
2025-10-14 13:57,70.6480,65.7160,136.3640,48.19%
2025-10-14 13:58,109.0700,81.1260,190.1960,42.65%
2025-10-14 13:59,37.8810,57.5040,95.3850,60.29%
2025-10-14 14:00,64.6370,108.9900,173.6270,62.77%
2025-10-14 14:01,117.0570,112.0040,229.0610,48.90%
2025-10-14 14:02,67.8940,75.9380,143.8320,52.80%
2025-10-14 14:03,99.8780,102.2970,202.1750,50.60%
2025-10-14 14:04,85.6630,102.8710,188.5340,54.56%
2025-10-14 14:05,76.6940,42.2460,118.9400,35.52%
2025-10-14 14:06,55.1880,64.3150,119.5030,53.82%
2025-10-14 14:07,41.0680,90.9840,132.0520,68.90%
2025-10-14 14:08,58.9900,23.3950,82.3850,28.40%
2025-10-14 14:09,21.7530,41.8790,63.6320,65.81%
2025-10-14 14:10,35.2630,38.7180,73.9810,52.34%
2025-10-14 14:11,21.2480,48.6150,69.8630,69.59%
2025-10-14 14:12,88.6710,62.3140,150.9850,41.27%
2025-10-14 14:13,65.9740,106.8390,172.8130,61.82%
2025-10-14 14:14,57.2730,37.5700,94.8430,39.61%
2025-10-14 14:15,129.5000,63.3950,192.8950,32.87%
2025-10-14 14:16,83.7580,99.6580,183.4160,54.33%
2025-10-14 14:17,61.1840,30.9260,92.1100,33.58%
2025-10-14 14:19,1.4260,1.1820,2.6080,45.32%
2025-10-14 14:20,57.1980,73.4070,130.6050,56.21%
2025-10-14 14:21,133.5280,63.5300,197.0580,32.24%
2025-10-14 14:22,213.1810,141.4860,354.6670,39.89%
2025-10-14 14:23,210.6030,111.9360,322.5390,34.70%
2025-10-14 14:24,29.5670,42.1800,71.7470,58.79%
2025-10-14 14:26,20.1780,2.4230,22.6010,10.72%
2025-10-14 14:27,62.1220,43.9590,106.0810,41.44%
2025-10-14 14:28,66.7500,48.9580,115.7080,42.31%
2025-10-14 14:29,181.2460,144.7820,326.0280,44.41%
2025-10-14 14:30,69.9530,159.9100,229.8630,69.57%
2025-10-14 14:31,93.2200,29.2520,122.4720,23.88%
2025-10-14 14:32,101.3920,75.7850,177.1770,42.77%
2025-10-14 14:33,496.9290,239.5820,736.5110,32.53%
2025-10-14 14:34,270.7450,311.0020,581.7470,53.46%
2025-10-14 14:35,94.6560,143.8220,238.4780,60.31%
2025-10-14 14:36,72.0670,61.8680,133.9350,46.19%
2025-10-14 14:37,116.1710,128.2150,244.3860,52.46%
2025-10-14 14:38,82.8910,37.6360,120.5270,31.23%
2025-10-14 14:39,73.0100,77.3800,150.3900,51.45%
2025-10-14 14:40,70.6010,75.4960,146.0970,51.68%
2025-10-14 14:41,316.5820,235.3490,551.9310,42.64%
2025-10-14 14:42,162.9810,172.3290,335.3100,51.39%
2025-10-14 14:43,441.9420,243.0940,685.0360,35.49%
2025-10-14 14:44,291.8160,190.1470,481.9630,39.45%
2025-10-14 14:45,136.4430,219.3780,355.8210,61.65%
2025-10-14 14:46,502.0560,379.8990,881.9550,43.07%
2025-10-14 14:47,577.5060,398.2620,975.7680,40.82%
2025-10-14 14:48,433.0890,467.8390,900.9280,51.93%
2025-10-14 14:49,123.9620,246.0220,369.9840,66.50%
2025-10-14 14:50,222.0760,208.4440,430.5200,48.42%
2025-10-14 14:51,207.7500,236.1620,443.9120,53.20%
2025-10-14 14:52,213.6030,358.8610,572.4640,62.69%
2025-10-14 14:53,258.0750,480.1330,738.2080,65.04%
2025-10-14 14:54,332.0360,203.8760,535.9120,38.04%
2025-10-14 14:55,118.7080,116.6590,235.3670,49.56%
2025-10-14 14:56,59.4070,101.7670,161.1740,63.14%
2025-10-14 14:57,152.2190,77.9630,230.1820,33.87%
2025-10-14 14:58,107.0400,78.6930,185.7330,42.37%
2025-10-14 14:59,24.0430,66.0370,90.0800,73.31%
2025-10-14 15:00,88.6980,94.4280,183.1260,51.56%
2025-10-14 15:01,105.2150,135.2060,240.4210,56.24%
2025-10-14 15:02,110.5600,215.7630,326.3230,66.12%
2025-10-14 15:03,99.9480,64.4080,164.3560,39.19%
2025-10-14 15:04,200.1370,82.2810,282.4180,29.13%
2025-10-14 15:05,83.2530,155.3910,238.6440,65.11%
2025-10-14 15:06,233.7850,95.1450,328.9300,28.93%
2025-10-14 15:07,112.7070,148.7420,261.4490,56.89%
2025-10-14 15:08,118.0470,127.2580,245.3050,51.88%
2025-10-14 15:09,107.5810,92.5190,200.1000,46.24%
2025-10-14 15:10,55.2470,143.7320,198.9790,72.23%
2025-10-14 15:11,79.0300,91.5410,170.5710,53.67%
2025-10-14 15:12,85.7500,85.6630,171.4130,49.97%
2025-10-14 15:13,47.2070,69.8970,117.1040,59.69%
2025-10-14 15:14,91.3900,83.4070,174.7970,47.72%
2025-10-14 15:15,96.9000,133.5990,230.4990,57.96%
2025-10-14 15:16,130.5970,108.2230,238.8200,45.32%
2025-10-14 15:17,81.0980,93.4230,174.5210,53.53%
2025-10-14 15:18,138.2200,91.3150,229.5350,39.78%
2025-10-14 15:19,79.2090,52.2650,131.4740,39.75%
2025-10-14 15:20,133.1160,111.6310,244.7470,45.61%
2025-10-14 15:21,114.6590,116.7090,231.3680,50.44%
2025-10-14 15:22,64.2620,82.7200,146.9820,56.28%
2025-10-14 15:23,71.8690,68.8310,140.7000,48.92%
2025-10-14 15:24,64.6090,59.9840,124.5930,48.14%
2025-10-14 15:25,60.6490,73.7680,134.4170,54.88%
2025-10-14 15:26,41.6930,77.9040,119.5970,65.14%
2025-10-14 15:27,108.5810,118.6670,227.2480,52.22%
2025-10-14 15:28,66.7920,71.8470,138.6390,51.82%
2025-10-14 15:29,73.7820,57.2340,131.0160,43.68%
2025-10-14 15:30,104.3770,74.4470,178.8240,41.63%
2025-10-14 15:31,84.0060,94.2260,178.2320,52.87%
2025-10-14 15:32,95.1920,107.6630,202.8550,53.07%
2025-10-14 15:33,73.3730,135.3040,208.6770,64.84%
2025-10-14 15:34,56.2440,141.0320,197.2760,71.49%
2025-10-14 15:35,100.3550,95.6100,195.9650,48.79%
2025-10-14 15:36,193.4990,179.4750,372.9740,48.12%
2025-10-14 15:37,426.5960,137.0110,563.6070,24.31%
2025-10-14 15:38,328.8290,390.4230,719.2520,54.28%
2025-10-14 15:39,138.1200,104.9100,243.0300,43.17%
2025-10-14 15:40,175.5130,225.5570,401.0700,56.24%
2025-10-14 15:41,120.5730,124.5780,245.1510,50.82%
2025-10-14 15:42,130.6620,97.5890,228.2510,42.76%
2025-10-14 15:43,84.2210,92.8050,177.0260,52.42%
2025-10-14 15:44,112.8430,95.5850,208.4280,45.86%
2025-10-14 15:45,130.9830,100.6840,231.6670,43.46%
2025-10-14 15:46,152.7700,149.3530,302.1230,49.43%
2025-10-14 15:47,68.9630,132.8640,201.8270,65.83%
2025-10-14 15:48,140.2440,91.8480,232.0920,39.57%
2025-10-14 15:49,65.5070,96.3860,161.8930,59.54%
2025-10-14 15:50,106.3380,71.8020,178.1400,40.31%
2025-10-14 15:51,76.0080,83.1260,159.1340,52.24%
2025-10-14 15:52,88.7760,67.7630,156.5390,43.29%
2025-10-14 15:53,54.1070,63.8810,117.9880,54.14%
2025-10-14 15:54,75.9110,115.4440,191.3550,60.33%
2025-10-14 15:55,114.7720,75.9390,190.7110,39.82%
2025-10-14 15:56,70.3740,68.7850,139.1590,49.43%
2025-10-14 15:57,153.6370,104.6830,258.3200,40.52%
2025-10-14 15:58,75.3400,119.6590,194.9990,61.36%
2025-10-14 15:59,49.7930,90.6840,140.4770,64.55%
2025-10-14 16:00,112.9350,116.4860,229.4210,50.77%
2025-10-14 16:01,91.9020,84.1140,176.0160,47.79%
2025-10-14 16:02,17.5890,32.1300,49.7190,64.62%
2025-10-14 16:03,112.0780,82.2400,194.3180,42.32%
2025-10-14 16:04,128.8030,133.3920,262.1950,50.88%
2025-10-14 16:05,113.4870,119.8270,233.3140,51.36%
2025-10-14 16:06,123.6010,83.9340,207.5350,40.44%
2025-10-14 16:07,135.1730,114.0570,249.2300,45.76%
2025-10-14 16:08,81.1830,171.5870,252.7700,67.88%
2025-10-14 16:09,123.3120,79.7050,203.0170,39.26%
2025-10-14 16:10,88.4380,111.3290,199.7670,55.73%
2025-10-14 16:11,42.6460,108.0100,150.6560,71.69%
2025-10-14 16:12,90.8150,120.3120,211.1270,56.99%
2025-10-14 16:13,83.1900,203.9640,287.1540,71.03%
2025-10-14 16:14,55.7470,62.3820,118.1290,52.81%
2025-10-14 16:15,62.0800,65.8520,127.9320,51.47%
2025-10-14 16:16,79.9730,57.5370,137.5100,41.84%
2025-10-14 16:17,83.7230,81.2740,164.9970,49.26%
2025-10-14 16:18,46.5020,50.8440,97.3460,52.23%
2025-10-14 16:19,59.0140,48.9300,107.9440,45.33%
2025-10-14 16:20,44.2600,53.0100,97.2700,54.50%
2025-10-14 16:21,75.5300,109.6660,185.1960,59.22%
2025-10-14 16:22,54.3970,46.5030,100.9000,46.09%
2025-10-14 16:23,21.7490,42.1920,63.9410,65.99%
2025-10-14 16:24,45.6810,40.6570,86.3380,47.09%
2025-10-14 16:25,58.3370,103.5330,161.8700,63.96%
2025-10-14 16:26,53.3620,49.8580,103.2200,48.30%
2025-10-14 16:27,57.3150,170.7720,228.0870,74.87%
2025-10-14 16:28,93.1850,97.4650,190.6500,51.12%
2025-10-14 16:29,73.7750,112.4810,186.2560,60.39%
2025-10-14 16:30,78.4020,332.4610,410.8630,80.92%
2025-10-14 16:31,129.5290,145.7320,275.2610,52.94%
2025-10-14 16:32,180.3940,67.1220,247.5160,27.12%
2025-10-14 16:33,64.5970,86.4000,150.9970,57.22%
2025-10-14 16:34,32.5770,36.8450,69.4220,53.07%
2025-10-14 16:35,52.1300,73.4170,125.5470,58.48%
2025-10-14 16:36,83.7590,81.5890,165.3480,49.34%
2025-10-14 16:37,128.2630,84.2710,212.5340,39.65%
2025-10-14 16:38,39.7700,48.0220,87.7920,54.70%
2025-10-14 16:39,45.8540,70.4510,116.3050,60.57%
2025-10-14 16:40,40.7680,32.5270,73.2950,44.38%
2025-10-14 16:41,64.0700,68.5950,132.6650,51.71%
2025-10-14 16:42,35.3600,81.7490,117.1090,69.81%
2025-10-14 17:59,24.8110,29.5080,54.3190,54.32%
2025-10-14 18:00,73.7900,41.4230,115.2130,35.95%
