时间,委托成交(BTC),市价成交(BTC),总量(BTC),市价比
2025-10-13 11:00,209.2940,223.7470,433.0410,51.67%
2025-10-13 12:00,1977.7080,1959.4750,3937.1830,49.77%
2025-10-13 13:00,2016.2740,2360.7550,4377.0290,53.94%
2025-10-13 14:00,2075.5950,2733.2360,4808.8310,56.84%
2025-10-13 15:00,13.8270,17.1290,30.9560,55.33%
