时间,合约总成交(BTC),大单成交(BTC),大单比,买大单(BTC),卖大单(BTC)
2025-10-13 12:18,97.0920,57.2200,58.93%,49.4510,7.7690
2025-10-13 12:19,86.7900,42.7910,49.30%,10.6410,32.1500
2025-10-13 12:20,147.8180,74.8880,50.66%,28.9380,45.9500
2025-10-13 12:21,153.8070,93.7060,60.92%,77.9760,15.7300
2025-10-13 12:22,65.0520,33.1900,51.02%,27.1000,6.0900
2025-10-13 12:23,184.5520,95.5550,51.78%,45.8830,49.6720
2025-10-13 12:24,93.9280,49.0550,52.23%,29.1650,19.8900
2025-10-13 12:25,58.5740,22.2900,38.05%,9.2130,13.0770
2025-10-13 12:26,131.7310,59.4070,45.10%,34.8350,24.5720
2025-10-13 12:27,94.0780,47.5990,50.60%,32.5970,15.0020
2025-10-13 12:28,81.8620,36.1860,44.20%,11.4380,24.7480
2025-10-13 12:37,28.5640,13.7730,48.22%,3.3260,10.4470
2025-10-13 12:38,38.2730,19.0240,49.71%,12.2430,6.7810
2025-10-13 12:39,149.9750,97.7430,65.17%,28.7400,69.0030
2025-10-13 12:40,115.0960,66.9900,58.20%,35.3430,31.6470
2025-10-13 12:41,73.6810,31.9570,43.37%,15.3490,16.6080
2025-10-13 12:42,100.1290,49.7510,49.69%,18.2900,31.4610
2025-10-13 12:43,168.0830,93.5650,55.67%,44.7460,48.8190
2025-10-13 12:44,111.6820,50.3550,45.09%,36.3190,14.0360
2025-10-13 12:45,517.5070,304.4010,58.82%,130.1250,174.2760
2025-10-13 12:46,265.7940,123.7230,46.55%,58.2220,65.5010
2025-10-13 12:47,210.4330,93.9970,44.67%,44.1520,49.8450
2025-10-13 12:48,290.4970,133.5890,45.99%,84.8000,48.7890
2025-10-13 12:49,193.6430,88.7950,45.86%,48.4400,40.3550
2025-10-13 12:50,336.4850,148.7090,44.19%,60.9270,87.7820
2025-10-13 12:51,262.8550,113.1480,43.05%,62.4630,50.6850
2025-10-13 12:52,242.9160,107.2440,44.15%,55.6100,51.6340
2025-10-13 12:53,306.2950,144.6580,47.23%,84.5340,60.1240
2025-10-13 12:54,94.8280,40.0370,42.22%,22.4850,17.5520
2025-10-13 12:55,141.9850,58.5170,41.21%,25.5610,32.9560
2025-10-13 12:56,82.3060,32.6100,39.62%,18.2450,14.3650
2025-10-13 12:57,82.8980,41.3710,49.91%,22.2920,19.0790
2025-10-13 12:58,67.3540,27.0460,40.16%,17.8170,9.2290
2025-10-13 12:59,84.4680,42.6270,50.47%,19.8360,22.7910
2025-10-13 13:00,38.0420,13.1260,34.50%,4.1890,8.9370
2025-10-13 13:01,144.2800,77.7470,53.89%,33.3130,44.4340
2025-10-13 13:02,70.8610,31.9320,45.06%,21.8470,10.0850
2025-10-13 13:03,73.6220,43.3690,58.91%,31.7020,11.6670
2025-10-13 13:04,103.4550,57.1140,55.21%,34.6630,22.4510
2025-10-13 13:05,83.9310,45.9720,54.77%,25.0310,20.9410
2025-10-13 13:06,57.9920,29.2870,50.50%,20.5990,8.6880
2025-10-13 13:07,96.7070,38.6030,39.92%,13.1890,25.4140
2025-10-13 13:08,124.2160,76.2460,61.38%,30.9590,45.2870
2025-10-13 13:09,81.6400,47.6020,58.31%,25.2140,22.3880
2025-10-13 13:10,34.0500,13.2800,39.00%,8.4290,4.8510
2025-10-13 13:11,85.7600,46.3950,54.10%,17.1140,29.2810
2025-10-13 13:12,70.3280,47.6600,67.77%,22.4510,25.2090
2025-10-13 13:13,101.1330,55.1680,54.55%,41.9260,13.2420
2025-10-13 13:14,77.1500,41.3580,53.61%,14.9680,26.3900
2025-10-13 13:15,86.4690,47.2480,54.64%,29.1780,18.0700
2025-10-13 13:16,110.4690,49.5680,44.87%,19.8910,29.6770
2025-10-13 13:17,155.8420,76.9930,49.40%,55.5500,21.4430
2025-10-13 13:18,118.2880,66.3520,56.09%,30.1810,36.1710
2025-10-13 13:19,108.0390,65.6670,60.78%,36.9720,28.6950
2025-10-13 13:20,55.8870,31.2730,55.96%,14.5260,16.7470
2025-10-13 13:21,87.8500,51.3870,58.49%,22.8840,28.5030
2025-10-13 13:22,46.3940,27.7440,59.80%,11.5690,16.1750
2025-10-13 13:23,75.6690,46.0570,60.87%,17.6080,28.4490
2025-10-13 13:24,88.5160,54.4540,61.52%,41.1440,13.3100
2025-10-13 13:25,55.7980,34.3790,61.61%,23.1070,11.2720
2025-10-13 13:26,18.2080,6.6430,36.48%,0.0000,6.6430
2025-10-13 13:27,22.3810,10.4450,46.67%,5.2770,5.1680
2025-10-13 13:28,40.2220,19.9030,49.48%,15.8970,4.0060
2025-10-13 13:29,9.8050,4.6350,47.27%,0.5450,4.0900
2025-10-13 13:30,50.7720,23.1600,45.62%,11.2430,11.9170
2025-10-13 13:31,55.6260,31.1670,56.03%,17.0350,14.1320
2025-10-13 13:32,54.9090,30.2440,55.08%,22.2780,7.9660
2025-10-13 13:33,91.5000,44.4400,48.57%,24.0680,20.3720
2025-10-13 13:34,126.5210,64.1610,50.71%,55.6390,8.5220
2025-10-13 13:35,163.0840,78.8660,48.36%,49.9710,28.8950
2025-10-13 13:36,139.1830,72.3880,52.01%,42.5730,29.8150
2025-10-13 13:37,161.9080,86.1560,53.21%,56.2540,29.9020
2025-10-13 13:38,107.7540,55.3420,51.36%,37.6550,17.6870
2025-10-13 13:39,27.7470,10.9120,39.33%,7.8030,3.1090
2025-10-13 13:40,106.8930,49.3610,46.18%,29.5070,19.8540
2025-10-13 13:41,42.9570,24.1960,56.33%,19.3820,4.8140
2025-10-13 13:42,41.4120,22.2290,53.68%,17.1210,5.1080
2025-10-13 13:43,47.3740,20.6970,43.69%,4.8350,15.8620
2025-10-13 13:44,40.0780,24.0400,59.98%,16.2950,7.7450
2025-10-13 13:45,101.6030,54.0530,53.20%,36.6320,17.4210
2025-10-13 13:46,159.5350,83.8010,52.53%,48.8940,34.9070
2025-10-13 13:47,70.6870,46.2220,65.39%,25.3830,20.8390
2025-10-13 13:48,30.7110,15.9570,51.96%,10.8700,5.0870
2025-10-13 13:49,65.8530,33.7990,51.32%,19.4170,14.3820
2025-10-13 13:50,45.2340,20.7260,45.82%,10.0880,10.6380
2025-10-13 13:51,34.0530,18.9000,55.50%,14.8280,4.0720
2025-10-13 13:52,41.9870,22.5640,53.74%,11.3610,11.2030
2025-10-13 13:53,72.8600,44.2740,60.77%,14.4770,29.7970
2025-10-13 13:54,68.1600,46.8530,68.74%,33.0730,13.7800
2025-10-13 13:55,15.9010,3.2720,20.58%,0.7710,2.5010
2025-10-13 13:56,8.2030,0.5210,6.35%,0.0000,0.5210
2025-10-13 13:57,28.4930,15.7610,55.32%,8.2210,7.5400
2025-10-13 13:58,28.3520,17.8400,62.92%,7.9830,9.8570
2025-10-13 13:59,24.6750,13.1770,53.40%,13.1770,0.0000
2025-10-13 14:00,67.6070,37.0740,54.84%,14.8080,22.2660
2025-10-13 14:01,76.6100,40.4040,52.74%,21.2050,19.1990
2025-10-13 14:02,99.7910,26.9240,26.98%,5.4080,21.5160
2025-10-13 14:03,104.5280,60.3430,57.73%,41.8420,18.5010
2025-10-13 14:04,85.3290,51.0080,59.78%,29.7820,21.2260
2025-10-13 14:05,53.3350,23.5960,44.24%,13.5780,10.0180
2025-10-13 14:06,94.3080,45.4030,48.14%,36.0330,9.3700
2025-10-13 14:07,136.3830,74.9520,54.96%,38.7580,36.1940
2025-10-13 14:08,86.5110,52.0130,60.12%,25.8440,26.1690
2025-10-13 14:09,54.5550,28.7420,52.68%,18.3210,10.4210
2025-10-13 14:10,120.2600,57.8770,48.13%,37.2310,20.6460
2025-10-13 14:14,17.6260,6.4090,36.36%,1.3520,5.0570
2025-10-13 14:15,93.0870,48.3240,51.91%,25.6490,22.6750
2025-10-13 14:16,149.3630,79.6610,53.33%,52.8490,26.8120
2025-10-13 14:17,39.8850,17.1850,43.09%,13.2100,3.9750
2025-10-13 14:21,1.2130,0.0000,0.00%,0.0000,0.0000
2025-10-13 14:26,10.2760,4.1330,40.22%,0.0000,4.1330
2025-10-13 14:27,38.1610,10.5400,27.62%,5.0920,5.4480
2025-10-13 14:28,40.5250,18.2330,44.99%,18.2330,0.0000
2025-10-13 14:29,125.2650,81.7600,65.27%,70.8620,10.8980
2025-10-13 14:30,97.8490,52.1630,53.31%,32.0450,20.1180
2025-10-13 14:31,83.9740,45.4180,54.09%,27.0230,18.3950
2025-10-13 14:32,238.6430,75.5280,31.65%,50.0960,25.4320
2025-10-13 14:33,308.4780,153.4890,49.76%,65.0810,88.4080
2025-10-13 14:34,154.1470,67.4190,43.74%,15.4170,52.0020
2025-10-13 14:35,158.2750,101.3760,64.05%,85.5400,15.8360
2025-10-13 14:36,105.4710,52.0960,49.39%,25.2010,26.8950
2025-10-13 14:37,48.9880,24.7230,50.47%,18.2310,6.4920
2025-10-13 14:38,100.5500,59.3660,59.04%,24.6540,34.7120
2025-10-13 14:39,75.2180,39.7280,52.82%,22.2930,17.4350
2025-10-13 14:40,52.1870,21.2500,40.72%,17.0690,4.1810
2025-10-13 14:41,43.9780,19.2330,43.73%,7.3040,11.9290
2025-10-13 14:42,94.1450,39.5100,41.97%,7.7930,31.7170
2025-10-13 14:43,99.9150,50.1020,50.14%,28.5680,21.5340
2025-10-13 14:44,41.6330,13.2060,31.72%,3.8440,9.3620
2025-10-13 14:45,69.0710,24.1450,34.96%,10.3560,13.7890
2025-10-13 14:46,103.0500,39.4060,38.24%,23.5820,15.8240
2025-10-13 14:47,119.5450,51.0100,42.67%,28.5460,22.4640
2025-10-13 14:48,70.8050,37.2240,52.57%,12.6050,24.6190
2025-10-13 14:49,63.1830,31.7190,50.20%,18.4870,13.2320
2025-10-13 14:50,65.7290,34.6670,52.74%,15.7650,18.9020
2025-10-13 14:51,223.0870,100.5140,45.06%,81.3080,19.2060
2025-10-13 14:52,160.9190,77.1130,47.92%,51.1250,25.9880
2025-10-13 14:53,187.1310,82.3520,44.01%,44.6670,37.6850
2025-10-13 14:54,88.7650,47.3490,53.34%,22.6090,24.7400
2025-10-13 14:55,104.1240,44.6490,42.88%,29.1610,15.4880
2025-10-13 14:56,160.8020,73.4730,45.69%,32.5280,40.9450
2025-10-13 14:57,66.4000,28.0700,42.27%,15.2580,12.8120
2025-10-13 14:58,115.5010,56.7880,49.17%,24.2830,32.5050
2025-10-13 14:59,12.6500,3.4610,27.36%,3.4610,0.0000
2025-10-13 15:00,174.6230,81.4850,46.66%,48.4800,33.0050
2025-10-13 15:01,66.7890,21.9710,32.90%,5.4160,16.5550
2025-10-13 15:02,86.6460,41.2870,47.65%,26.5880,14.6990
2025-10-13 15:03,61.3450,29.0260,47.32%,17.2570,11.7690
2025-10-13 15:04,93.9480,45.5460,48.48%,24.9760,20.5700
2025-10-13 15:05,101.4250,62.3240,61.45%,25.2170,37.1070
2025-10-13 15:06,166.1170,96.4680,58.07%,42.9340,53.5340
2025-10-13 15:07,131.5240,74.7120,56.80%,30.0680,44.6440
2025-10-13 15:08,90.9430,47.4960,52.23%,24.2510,23.2450
2025-10-13 15:09,207.9790,106.3210,51.12%,31.9820,74.3390
2025-10-13 15:10,344.7900,167.6020,48.61%,121.7540,45.8480
2025-10-13 15:11,124.8040,63.4790,50.86%,32.3390,31.1400
2025-10-13 15:12,347.3600,197.2260,56.78%,119.9700,77.2560
2025-10-13 15:13,150.0140,80.7850,53.85%,53.5430,27.2420
2025-10-13 15:14,135.4860,76.9820,56.82%,26.3040,50.6780
2025-10-13 15:15,90.1080,43.8270,48.64%,23.6480,20.1790
2025-10-13 15:16,87.4140,48.5010,55.48%,31.7700,16.7310
2025-10-13 15:17,46.9870,16.1890,34.45%,8.9620,7.2270
2025-10-13 15:18,76.4990,44.1510,57.71%,17.2940,26.8570
2025-10-13 15:19,78.6980,45.8780,58.30%,27.5350,18.3430
2025-10-13 15:20,128.4750,71.7380,55.84%,18.4430,53.2950
2025-10-13 15:21,6.3510,3.5020,55.14%,2.4280,1.0740
2025-10-13 15:23,21.3970,12.6320,59.04%,8.2030,4.4290
2025-10-13 15:24,25.7500,13.2520,51.46%,6.4880,6.7640
2025-10-13 15:25,6.7840,2.5980,38.30%,2.5980,0.0000
2025-10-13 15:26,1.1350,0.0000,0.00%,0.0000,0.0000
2025-10-13 15:27,20.6150,12.3020,59.67%,4.9660,7.3360
2025-10-13 15:28,12.6060,4.1410,32.85%,3.3350,0.8060
2025-10-13 15:29,12.9190,4.9590,38.39%,4.4590,0.5000
2025-10-13 15:32,62.5650,38.3530,61.30%,32.3420,6.0110
2025-10-13 15:37,62.9290,31.1840,49.55%,14.8530,16.3310
2025-10-13 15:38,91.9600,53.4080,58.08%,25.0770,28.3310
2025-10-13 15:39,78.2020,39.6180,50.66%,11.3970,28.2210
2025-10-13 15:40,80.6740,39.8170,49.36%,29.5940,10.2230
2025-10-13 15:41,168.1230,105.1200,62.53%,57.5670,47.5530
2025-10-13 15:42,30.0770,12.8160,42.61%,8.2530,4.5630
2025-10-13 15:43,37.7680,25.0300,66.27%,11.4930,13.5370
2025-10-13 15:44,8.9040,4.3340,48.67%,4.3340,0.0000
2025-10-13 15:45,22.0520,5.6570,25.65%,3.6220,2.0350
