时间,合约总成交(BTC),大单成交(BTC),大单比,买大单(BTC),卖大单(BTC)
2025-10-13 11:00,433.0410,230.4500,53.22%,124.2820,106.1680
2025-10-13 12:00,3937.1830,1909.8570,48.51%,946.5390,963.3180
2025-10-13 13:00,4377.0290,2332.6860,53.29%,1336.7570,995.9290
2025-10-13 14:00,4808.8310,2311.1280,48.06%,1313.9570,997.1710
2025-10-13 15:00,30.9560,9.9910,32.27%,7.9560,2.0350
