时间,委托成交(BTC),市价成交(BTC),总量(BTC),市价比
2025-10-12 20:00,148128.5520,142433.4000,290561.9520,49.02%
2025-10-12 21:00,253836.1460,245168.8750,499005.0210,49.13%
2025-10-12 22:00,24410.7890,28555.9920,52966.7810,53.91%
